Order_Date,Product,Region,Salesperson,Quantity,Price_per_Unit,Sales,Target
2025-05-28,Tablet,South,Priya,2,4506,9012,18745
2025-05-25,Headphones,South,Amit,1,31371,31371,133575
2025-04-15,Laptop,West,Rohit,4,14521,58084,148038
2025-04-04,Printer,West,Vikram,9,16715,150435,195283
2025-03-05,Mouse,North,Karan,6,42436,254616,163679
2025-03-12,Headphones,East,Karan,8,30040,240320,193587
2025-01-15,Keyboard,East,Vikram,10,49576,495760,164864
2025-01-20,Printer,West,Rohit,3,28739,86217,112278
2025-04-11,Keyboard,West,Sneha,1,38851,38851,86982
2025-04-15,Monitor,North,Vikram,8,17163,137304,20839
2025-02-12,Mouse,North,Karan,8,3466,27728,146716
2025-03-05,Printer,South,Arjun,3,10969,32907,198939
2025-06-17,Monitor,South,Vikram,4,22976,91904,29420
2025-04-05,Monitor,North,Rohit,5,31009,155045,107235
2025-05-20,Tablet,East,Priya,4,49668,198672,133819
2025-05-07,Keyboard,South,Rohit,8,37653,301224,59276
2025-03-28,Printer,South,Vikram,1,8360,8360,90157
2025-02-27,Headphones,South,Arjun,3,19219,57657,189472
2025-04-30,Keyboard,North,Priya,4,49687,198748,53788
2025-06-15,Headphones,South,Amit,5,24867,124335,150100
2025-02-26,Laptop,North,Rohit,9,35334,318006,199203
2025-06-05,Mouse,North,Priya,4,8124,32496,89331
2025-01-10,Keyboard,South,Priya,9,35334,318006,90428
2025-03-26,Printer,East,Vikram,6,39672,238032,166672
2025-05-09,Headphones,West,Arjun,5,1613,8065,48850
2025-01-16,Mouse,East,Karan,10,47409,474090,112055
2025-05-19,Monitor,South,Vikram,8,44130,353040,174007
2025-05-22,Monitor,East,Vikram,3,9775,29325,58089
2025-06-26,Tablet,North,Rohit,5,32851,164255,117870
2025-01-11,Monitor,East,Rohit,7,7252,50764,117068
2025-01-29,Headphones,South,Amit,1,19739,19739,165467
2025-06-06,Keyboard,East,Arjun,5,4226,21130,21962
2025-04-19,Monitor,East,Vikram,4,37301,149204,12140
2025-05-24,Laptop,West,Karan,10,49150,491500,170182
2025-03-19,Headphones,West,Arjun,9,662,5958,103418
2025-05-08,Laptop,West,Neha,8,37665,301320,147794
2025-05-19,Mouse,East,Arjun,9,28124,253116,159780
2025-04-26,Tablet,East,Sneha,6,40705,244230,115928
2025-05-24,Monitor,West,Priya,3,3295,9885,54965
2025-03-13,Monitor,North,Sneha,5,49090,245450,131648
2025-02-18,Laptop,West,Arjun,10,6708,67080,135266
2025-02-08,Headphones,South,Sneha,5,29590,147950,195681
2025-02-18,Mouse,East,Priya,6,22137,132822,128654
2025-03-18,Headphones,West,Arjun,5,47903,239515,121862
2025-01-14,Monitor,West,Sneha,5,39000,195000,91945
2025-02-17,Laptop,North,Neha,4,5297,21188,185187
2025-02-13,Laptop,West,Rohit,7,35519,248633,135379
2025-05-14,Monitor,South,Arjun,3,34676,104028,36774
2025-06-08,Laptop,South,Arjun,10,14404,144040,102828
2025-04-29,Headphones,South,Vikram,4,45876,183504,147825
2025-02-04,Monitor,North,Arjun,8,38006,304048,160861
2025-04-18,Laptop,South,Karan,1,3458,3458,100823
2025-06-14,Printer,West,Karan,4,30231,120924,137874
2025-06-29,Monitor,South,Priya,9,40791,367119,101940
2025-06-19,Keyboard,South,Priya,6,1747,10482,49766
2025-03-29,Monitor,North,Neha,8,10711,85688,136660
2025-01-26,Laptop,North,Amit,6,30740,184440,152862
2025-04-08,Printer,West,Arjun,1,18751,18751,97034
2025-02-06,Printer,South,Karan,8,49229,393832,178778
2025-05-22,Headphones,East,Amit,2,44927,89854,153889
2025-01-28,Tablet,North,Rohit,10,36871,368710,145228
2025-06-05,Printer,West,Rohit,5,39950,199750,102336
2025-06-14,Laptop,South,Vikram,5,2676,13380,38387
2025-03-12,Tablet,East,Amit,3,49763,149289,34716
2025-05-25,Keyboard,North,Neha,3,19467,58401,20289
2025-06-09,Printer,North,Amit,8,8745,69960,99973
2025-02-14,Laptop,North,Vikram,10,44563,445630,60595
2025-01-12,Printer,South,Priya,5,30216,151080,115713
2025-01-01,Monitor,South,Neha,8,25569,204552,141244
2025-06-22,Monitor,West,Sneha,1,15861,15861,148669
2025-06-27,Headphones,South,Arjun,10,4437,44370,184525
2025-03-09,Laptop,West,Karan,8,28090,224720,143189
2025-06-08,Keyboard,West,Vikram,10,5033,50330,121441
2025-03-11,Monitor,North,Amit,6,5837,35022,93989
2025-03-26,Keyboard,East,Sneha,5,10263,51315,173103
2025-01-18,Printer,East,Vikram,2,25069,50138,173654
2025-04-23,Printer,South,Arjun,3,41247,123741,116285
2025-02-17,Headphones,South,Sneha,1,41009,41009,15682
2025-01-15,Laptop,North,Priya,6,5126,30756,116949
2025-05-25,Printer,North,Sneha,10,46023,460230,114918
2025-06-14,Laptop,South,Priya,8,23448,187584,63282
2025-03-08,Keyboard,East,Vikram,3,44717,134151,168313
2025-01-24,Laptop,North,Priya,1,7836,7836,108656
2025-04-12,Tablet,North,Arjun,1,27035,27035,79469
2025-04-26,Headphones,South,Priya,7,28039,196273,34234
2025-04-11,Printer,South,Neha,2,31327,62654,132500
2025-02-07,Printer,West,Vikram,5,46447,232235,120253
2025-02-14,Mouse,West,Karan,7,32372,226604,103670
2025-01-03,Keyboard,North,Arjun,7,5262,36834,74329
2025-04-02,Monitor,North,Priya,7,23656,165592,73261
2025-04-01,Keyboard,East,Amit,8,20752,166016,198197
2025-01-04,Keyboard,North,Sneha,7,48325,338275,164179
2025-05-09,Mouse,East,Sneha,2,7993,15986,2298
2025-03-26,Keyboard,North,Amit,7,46398,324786,187764
2025-03-02,Headphones,North,Priya,6,32604,195624,13630
2025-02-18,Keyboard,North,Amit,3,44070,132210,7420
2025-02-23,Mouse,North,Neha,6,3171,19026,82085
2025-06-07,Mouse,East,Vikram,5,30610,153050,127222
2025-05-18,Headphones,East,Amit,1,37639,37639,155489
2025-04-19,Keyboard,West,Neha,6,22519,135114,156417
2025-03-12,Headphones,South,Arjun,3,4820,14460,193278
2025-03-28,Printer,South,Rohit,8,5854,46832,86687
2025-05-24,Tablet,North,Neha,3,26689,80067,138081
2025-04-04,Mouse,East,Sneha,10,39613,396130,114776
2025-01-27,Mouse,East,Karan,5,23392,116960,93172
2025-03-08,Headphones,South,Rohit,1,29601,29601,41240
2025-03-12,Mouse,East,Neha,7,38478,269346,42685
2025-06-04,Tablet,North,Vikram,9,20630,185670,148210
2025-06-13,Headphones,South,Vikram,9,22582,203238,123984
2025-03-30,Tablet,East,Sneha,7,5847,40929,141615
2025-02-27,Tablet,South,Vikram,1,1906,1906,69345
2025-06-26,Monitor,South,Neha,10,21137,211370,40081
2025-04-23,Monitor,North,Neha,2,981,1962,3165
2025-05-31,Keyboard,North,Priya,8,38050,304400,81761
2025-06-28,Headphones,West,Rohit,2,41301,82602,35425
2025-03-06,Tablet,South,Arjun,6,17673,106038,141863
2025-04-28,Tablet,East,Vikram,9,29399,264591,164001
2025-05-28,Laptop,East,Rohit,2,12503,25006,63097
2025-06-17,Tablet,North,Arjun,5,13954,69770,36251
2025-06-28,Mouse,North,Vikram,4,38148,152592,155993
2025-04-19,Monitor,South,Neha,2,36631,73262,173295
2025-05-27,Monitor,South,Amit,2,26062,52124,102363
2025-06-13,Headphones,East,Priya,6,21128,126768,84627
2025-02-09,Keyboard,East,Amit,1,9643,9643,15299
2025-06-01,Printer,West,Neha,7,29563,206941,125231
2025-05-05,Tablet,South,Arjun,3,1773,5319,160805
2025-01-21,Laptop,North,Amit,9,33290,299610,55137
2025-01-19,Laptop,South,Neha,1,28363,28363,96150
2025-04-25,Mouse,North,Karan,4,2657,10628,2509
2025-06-25,Laptop,North,Arjun,3,13127,39381,142656
2025-01-22,Printer,North,Rohit,1,44308,44308,2916
2025-04-11,Headphones,North,Vikram,1,37409,37409,76539
2025-03-12,Mouse,North,Neha,3,25271,75813,185441
2025-05-01,Mouse,West,Rohit,9,26065,234585,138107
2025-03-24,Monitor,South,Sneha,4,17567,70268,84845
2025-06-29,Tablet,South,Karan,3,29001,87003,43378
2025-05-07,Headphones,East,Sneha,10,39751,397510,65831
2025-03-17,Tablet,South,Amit,10,28262,282620,156554
2025-02-03,Laptop,South,Arjun,1,7464,7464,181934
2025-01-26,Laptop,South,Sneha,8,41541,332328,76009
2025-06-03,Mouse,North,Neha,4,32275,129100,144463
2025-04-07,Keyboard,West,Amit,9,3192,28728,138246
2025-02-17,Keyboard,North,Amit,9,16899,152091,41072
2025-06-15,Headphones,North,Sneha,3,31365,94095,35282
2025-03-13,Laptop,West,Amit,6,22279,133674,99125
2025-05-23,Printer,North,Sneha,8,1945,15560,147708
2025-01-20,Laptop,East,Amit,10,13179,131790,91745
2025-02-02,Laptop,North,Vikram,7,10064,70448,4797
2025-06-19,Tablet,West,Priya,6,8475,50850,62161
2025-04-20,Tablet,West,Sneha,10,49533,495330,64448
2025-02-27,Headphones,North,Rohit,5,43856,219280,3655
2025-03-10,Keyboard,North,Neha,7,5540,38780,62395
2025-01-18,Monitor,East,Neha,5,1880,9400,62372
2025-05-16,Monitor,East,Priya,9,3278,29502,184445
2025-03-09,Laptop,North,Neha,10,15264,152640,139457
2025-02-05,Mouse,South,Arjun,2,49680,99360,127465
2025-05-20,Keyboard,East,Amit,1,32985,32985,191690
2025-05-07,Monitor,South,Amit,2,6187,12374,58350
2025-06-30,Laptop,West,Karan,4,18669,74676,156494
2025-01-07,Mouse,North,Rohit,1,43350,43350,96766
2025-01-22,Headphones,West,Amit,4,34808,139232,93676
2025-03-13,Tablet,East,Vikram,10,2808,28080,86578
2025-02-08,Tablet,South,Vikram,6,10761,64566,116496
2025-04-22,Tablet,West,Neha,6,20999,125994,102423
2025-05-09,Tablet,South,Priya,5,17615,88075,8740
2025-02-18,Keyboard,North,Arjun,5,11210,56050,48740
2025-06-13,Monitor,West,Neha,6,30337,182022,194630
2025-01-25,Mouse,West,Rohit,6,26924,161544,89890
2025-03-27,Mouse,North,Vikram,8,10969,87752,90771
2025-03-31,Tablet,South,Neha,2,8789,17578,83884
2025-01-29,Keyboard,North,Vikram,3,37089,111267,178788
2025-01-18,Mouse,North,Karan,9,27936,251424,99171
2025-03-06,Tablet,West,Vikram,2,9561,19122,59127
2025-06-13,Tablet,North,Vikram,8,32194,257552,66144
2025-06-13,Keyboard,East,Priya,2,35915,71830,33097
2025-04-10,Printer,North,Sneha,5,24057,120285,172818
2025-04-17,Tablet,South,Karan,2,28583,57166,64618
2025-06-11,Mouse,East,Rohit,2,28846,57692,159057
2025-01-11,Printer,East,Neha,1,5917,5917,75512
2025-01-23,Mouse,North,Vikram,6,24799,148794,180751
2025-01-14,Monitor,South,Priya,7,27775,194425,95874
2025-01-05,Headphones,East,Karan,7,34401,240807,90530
2025-01-17,Headphones,South,Rohit,3,39136,117408,187235
2025-05-19,Printer,North,Vikram,3,3105,9315,20290
2025-04-19,Headphones,East,Rohit,9,9858,88722,174370
2025-02-26,Headphones,North,Karan,3,21522,64566,18852
2025-01-16,Tablet,South,Karan,4,30222,120888,127354
2025-04-23,Monitor,East,Vikram,4,5138,20552,67958
2025-05-10,Printer,West,Karan,9,32209,289881,138769
2025-03-17,Tablet,South,Amit,4,46193,184772,23186
2025-05-11,Laptop,East,Neha,9,540,4860,39130
2025-01-19,Monitor,East,Sneha,7,41105,287735,28035
2025-06-05,Mouse,East,Karan,9,5736,51624,196731
2025-06-23,Tablet,East,Karan,8,2645,21160,73196
2025-01-07,Tablet,West,Vikram,6,3984,23904,158842
2025-03-25,Mouse,South,Karan,7,28773,201411,179215
2025-01-13,Laptop,South,Rohit,6,34126,204756,135735
2025-01-19,Headphones,East,Rohit,8,23702,189616,66036
2025-04-22,Mouse,West,Vikram,5,34889,174445,55792
2025-05-01,Laptop,West,Priya,3,39161,117483,147514
2025-02-17,Laptop,East,Neha,6,39794,238764,174873
2025-05-26,Mouse,East,Rohit,3,47579,142737,69688
2025-03-09,Tablet,North,Priya,6,1800,10800,157871
2025-01-29,Keyboard,North,Priya,5,2929,14645,90804
2025-01-04,Tablet,South,Amit,6,40344,242064,45919
2025-04-30,Printer,South,Neha,5,31199,155995,101423
2025-02-24,Laptop,North,Vikram,8,3398,27184,96830
2025-03-21,Tablet,North,Amit,6,44971,269826,122054
2025-02-06,Keyboard,West,Neha,2,46862,93724,91848
2025-05-25,Tablet,South,Priya,6,36346,218076,183274
2025-02-12,Monitor,West,Neha,5,28946,144730,71451
2025-04-24,Headphones,South,Sneha,1,6463,6463,121709
2025-04-30,Mouse,West,Karan,9,46550,418950,16569
2025-04-17,Mouse,North,Neha,10,38808,388080,157574
2025-04-03,Laptop,East,Priya,10,45018,450180,112483
2025-03-20,Mouse,East,Neha,2,12170,24340,32703
2025-04-07,Headphones,East,Neha,10,3713,37130,115774
2025-06-18,Printer,East,Rohit,1,6982,6982,106077
2025-02-27,Printer,East,Karan,10,14651,146510,191697
2025-04-16,Mouse,East,Neha,1,28144,28144,84820
2025-06-15,Printer,South,Rohit,1,37365,37365,139613
2025-05-03,Laptop,East,Sneha,3,15106,45318,13380
2025-06-06,Monitor,North,Karan,6,29452,176712,59843
2025-02-19,Keyboard,South,Neha,4,25244,100976,3267
2025-03-24,Printer,South,Amit,3,27426,82278,29764
2025-06-07,Monitor,East,Karan,2,3219,6438,4055
2025-06-03,Printer,West,Rohit,4,43508,174032,111825
2025-02-25,Headphones,South,Arjun,10,15078,150780,34566
2025-03-02,Tablet,East,Rohit,6,45044,270264,95957
2025-04-26,Mouse,South,Neha,7,33839,236873,108843
2025-02-24,Keyboard,West,Rohit,1,39998,39998,159170
2025-04-12,Mouse,North,Arjun,6,45069,270414,120069
2025-04-11,Tablet,East,Karan,7,14780,103460,197802
2025-06-11,Keyboard,North,Sneha,6,17134,102804,138686
2025-01-07,Mouse,East,Rohit,10,23849,238490,71128
2025-02-02,Keyboard,East,Sneha,5,2022,10110,122793
2025-04-14,Printer,South,Rohit,6,47526,285156,26990
2025-05-08,Keyboard,East,Priya,5,14069,70345,154684
2025-01-14,Laptop,South,Rohit,4,9974,39896,99671
2025-02-23,Printer,South,Arjun,8,47854,382832,49329
2025-02-01,Headphones,East,Amit,2,27459,54918,189049
2025-03-05,Laptop,North,Rohit,2,4991,9982,146776
2025-06-02,Printer,South,Karan,6,2779,16674,29263
2025-03-18,Headphones,East,Amit,1,11565,11565,157724
2025-02-01,Keyboard,East,Neha,9,976,8784,7258
2025-02-20,Tablet,North,Neha,2,38161,76322,74453
2025-01-16,Printer,East,Vikram,9,41821,376389,57193
2025-04-12,Headphones,West,Karan,4,19957,79828,184322
2025-03-26,Monitor,East,Rohit,8,24846,198768,158013
2025-04-26,Headphones,East,Priya,3,37071,111213,118081
2025-04-06,Monitor,North,Rohit,9,11981,107829,23818
2025-01-13,Printer,North,Karan,7,43497,304479,49433
2025-01-06,Laptop,South,Rohit,4,7988,31952,143754
2025-03-01,Mouse,East,Neha,1,4925,4925,142160
2025-04-13,Monitor,North,Neha,8,18214,145712,2125
2025-02-17,Monitor,South,Sneha,7,47130,329910,142359
2025-03-05,Headphones,South,Neha,2,16921,33842,189203
2025-03-04,Laptop,East,Sneha,9,44418,399762,94139
2025-04-14,Headphones,North,Karan,9,22196,199764,122564
2025-01-30,Mouse,North,Karan,9,23481,211329,197792
2025-02-02,Tablet,North,Karan,5,15450,77250,27800
2025-04-04,Tablet,South,Karan,3,7064,21192,189033
2025-02-17,Printer,East,Arjun,4,3385,13540,197463
2025-03-20,Printer,North,Priya,9,7593,68337,182759
2025-02-25,Tablet,West,Vikram,1,25982,25982,187857
2025-06-18,Mouse,South,Priya,8,47947,383576,105646
2025-02-22,Keyboard,West,Karan,8,14986,119888,109197
2025-02-15,Headphones,South,Karan,4,46062,184248,140943
2025-03-12,Keyboard,West,Neha,4,49313,197252,106341
2025-03-11,Tablet,West,Karan,7,15671,109697,65195
2025-04-30,Printer,North,Amit,1,7018,7018,96308
2025-03-06,Printer,West,Rohit,10,47807,478070,90239
2025-04-26,Laptop,West,Amit,5,20639,103195,183209
2025-05-26,Keyboard,North,Neha,6,17002,102012,147420
2025-05-21,Tablet,South,Neha,4,46359,185436,16138
2025-05-29,Printer,North,Amit,4,39750,159000,91167
2025-01-11,Keyboard,West,Karan,10,44355,443550,90256
2025-02-20,Laptop,East,Vikram,6,17393,104358,36443
2025-04-26,Keyboard,North,Amit,3,28011,84033,137980
2025-03-20,Laptop,East,Priya,2,34086,68172,110567
2025-05-30,Tablet,North,Rohit,6,42050,252300,139454
2025-02-05,Mouse,South,Sneha,7,4729,33103,81027
2025-04-01,Tablet,West,Amit,7,27906,195342,48211
2025-02-05,Laptop,West,Karan,8,6670,53360,92515
2025-02-01,Mouse,East,Amit,6,7697,46182,192714
2025-04-10,Mouse,East,Amit,3,43537,130611,175211
2025-03-15,Headphones,West,Sneha,1,31478,31478,186275
2025-03-13,Keyboard,West,Karan,4,45735,182940,143411
2025-06-20,Keyboard,South,Amit,2,20882,41764,195185
2025-01-18,Monitor,North,Rohit,1,8983,8983,83684
2025-03-17,Monitor,South,Neha,4,15528,62112,28257
2025-04-05,Printer,South,Neha,3,38927,116781,11823
2025-05-01,Monitor,East,Rohit,3,18415,55245,150229
2025-02-22,Laptop,South,Priya,2,46153,92306,143596
2025-03-30,Keyboard,North,Arjun,3,11227,33681,40004
2025-06-27,Printer,North,Priya,5,35065,175325,84597
2025-05-28,Tablet,South,Neha,9,25728,231552,107570
2025-01-31,Tablet,East,Sneha,10,15388,153880,98723
2025-04-12,Printer,North,Sneha,6,1746,10476,185599
2025-03-04,Printer,East,Arjun,7,21932,153524,57305
2025-01-09,Monitor,North,Arjun,5,4776,23880,169979
2025-01-31,Monitor,West,Neha,7,2855,19985,167592
2025-01-30,Tablet,East,Karan,8,42931,343448,2009
2025-04-14,Tablet,North,Arjun,5,32294,161470,163066
2025-01-20,Monitor,West,Vikram,5,16703,83515,123138
2025-03-06,Laptop,East,Priya,10,48243,482430,114627
2025-04-27,Headphones,East,Rohit,9,2302,20718,176124
2025-06-23,Mouse,West,Sneha,2,7665,15330,92536
2025-06-04,Mouse,West,Priya,7,21162,148134,35563
2025-05-29,Tablet,North,Rohit,1,46042,46042,174657
2025-01-09,Keyboard,South,Sneha,10,10181,101810,84316
2025-04-12,Laptop,West,Priya,4,12887,51548,8414
2025-04-07,Headphones,North,Priya,5,18260,91300,58552
2025-02-11,Tablet,East,Arjun,1,37463,37463,83437
2025-04-28,Printer,North,Neha,7,37978,265846,198073
2025-05-14,Laptop,South,Sneha,3,34963,104889,90977
2025-05-16,Laptop,East,Rohit,9,6853,61677,84819
2025-06-27,Keyboard,South,Amit,4,35796,143184,9194
2025-06-12,Headphones,North,Sneha,7,19701,137907,181418
2025-06-14,Mouse,South,Amit,2,40432,80864,116914
2025-05-01,Tablet,East,Arjun,10,8310,83100,21962
2025-01-14,Headphones,South,Rohit,7,4614,32298,69395
2025-02-02,Mouse,East,Neha,9,4214,37926,129281
2025-02-16,Laptop,South,Vikram,3,819,2457,135748
2025-03-23,Keyboard,South,Amit,7,11692,81844,31653
2025-01-13,Keyboard,West,Karan,10,24162,241620,69460
2025-04-21,Mouse,South,Neha,4,39921,159684,58832
2025-05-13,Monitor,South,Sneha,6,48310,289860,175022
2025-02-13,Printer,North,Neha,4,5782,23128,15585
2025-02-11,Laptop,West,Neha,10,39246,392460,57211
2025-05-12,Tablet,South,Sneha,8,13360,106880,24335
2025-06-22,Printer,West,Neha,8,17757,142056,195610
2025-04-19,Tablet,West,Priya,6,1246,7476,161085
2025-04-03,Laptop,West,Neha,8,18967,151736,44514
2025-03-28,Headphones,West,Priya,3,46199,138597,120742
2025-03-13,Monitor,West,Rohit,1,4879,4879,65599
2025-03-23,Printer,North,Priya,10,22233,222330,45784
2025-01-12,Monitor,North,Sneha,3,21777,65331,75532
2025-01-15,Headphones,North,Rohit,4,48189,192756,52205
2025-03-25,Headphones,North,Neha,10,42328,423280,196265
2025-02-13,Mouse,North,Rohit,7,5529,38703,98135
2025-03-30,Monitor,East,Arjun,3,28467,85401,76018
2025-03-11,Mouse,West,Neha,2,37913,75826,136036
2025-02-03,Headphones,South,Arjun,1,5981,5981,84361
2025-01-07,Mouse,West,Neha,8,28435,227480,27814
2025-04-30,Laptop,West,Priya,9,21487,193383,153748
2025-02-23,Mouse,East,Neha,6,40093,240558,65501
2025-04-02,Mouse,North,Karan,5,12789,63945,170710
2025-02-10,Mouse,South,Karan,5,6474,32370,70932
2025-04-20,Mouse,East,Rohit,1,37208,37208,25854
2025-05-29,Monitor,West,Vikram,9,4979,44811,97765
2025-04-03,Printer,West,Arjun,8,32519,260152,193602
2025-03-02,Keyboard,East,Arjun,10,36667,366670,121652
2025-01-23,Monitor,South,Karan,9,40878,367902,129413
2025-03-08,Monitor,South,Arjun,4,34201,136804,100911
2025-03-15,Keyboard,East,Amit,4,12233,48932,45512
2025-03-12,Monitor,North,Neha,4,40396,161584,26070
2025-04-18,Headphones,North,Arjun,3,42010,126030,116867
2025-04-28,Monitor,North,Arjun,8,25015,200120,33302
2025-01-13,Printer,North,Vikram,5,30328,151640,106576
2025-03-29,Monitor,West,Karan,4,9593,38372,29154
2025-06-03,Printer,East,Vikram,1,11587,11587,140301
2025-05-21,Laptop,East,Amit,5,16834,84170,139184
2025-04-23,Laptop,West,Vikram,1,12860,12860,52392
2025-05-07,Mouse,North,Rohit,8,49168,393344,142039
2025-02-10,Keyboard,North,Arjun,7,25323,177261,95540
2025-03-29,Mouse,North,Amit,2,629,1258,68605
2025-03-22,Keyboard,West,Vikram,5,15267,76335,87564
2025-04-03,Tablet,West,Vikram,9,13325,119925,175043
2025-01-15,Laptop,South,Sneha,9,35761,321849,55714
2025-03-21,Monitor,West,Amit,10,35812,358120,55407
2025-05-09,Headphones,West,Arjun,10,29387,293870,55031
2025-02-19,Printer,West,Karan,10,23622,236220,97032
2025-03-06,Mouse,South,Amit,7,44819,313733,108075
2025-01-05,Headphones,South,Amit,5,42484,212420,37312
2025-01-03,Laptop,South,Karan,9,44428,399852,37820
2025-02-19,Monitor,North,Priya,6,26452,158712,16873
2025-04-19,Printer,North,Neha,10,12998,129980,134539
2025-02-10,Mouse,North,Amit,4,21936,87744,115648
2025-03-14,Headphones,West,Arjun,8,14402,115216,29550
2025-05-06,Mouse,East,Neha,10,17141,171410,43426
2025-03-25,Monitor,West,Priya,9,42401,381609,199973
2025-05-13,Printer,North,Neha,3,46781,140343,185914
2025-05-09,Printer,North,Rohit,9,19355,174195,179177
2025-05-22,Monitor,North,Neha,8,30707,245656,147676
2025-03-08,Printer,West,Karan,6,33726,202356,89643
2025-06-18,Headphones,South,Sneha,6,15207,91242,73614
2025-05-27,Laptop,West,Amit,3,37501,112503,38540
2025-05-10,Monitor,North,Rohit,3,13311,39933,125904
2025-03-26,Mouse,North,Rohit,5,35874,179370,111436
2025-02-23,Printer,South,Arjun,1,32525,32525,175855
2025-03-12,Printer,West,Arjun,5,47032,235160,132752
2025-02-13,Laptop,West,Sneha,8,25320,202560,123315
2025-04-08,Monitor,North,Priya,10,22155,221550,30486
2025-06-17,Keyboard,East,Sneha,8,35039,280312,162903
2025-03-31,Monitor,West,Amit,1,1739,1739,180933
2025-06-02,Monitor,South,Neha,5,33381,166905,101436
2025-04-16,Headphones,East,Sneha,6,34458,206748,50310
2025-04-01,Laptop,East,Amit,10,32487,324870,137148
2025-05-25,Tablet,South,Amit,7,26140,182980,171977
2025-02-16,Tablet,North,Priya,10,43697,436970,34471
2025-05-31,Monitor,West,Priya,8,27413,219304,32890
2025-04-10,Laptop,North,Rohit,3,42222,126666,34682
2025-05-05,Monitor,South,Vikram,1,44138,44138,18663
2025-04-06,Keyboard,East,Vikram,8,45746,365968,46804
2025-03-05,Tablet,East,Arjun,6,42941,257646,134698
2025-03-21,Tablet,East,Karan,1,15072,15072,111775
2025-04-17,Monitor,East,Amit,6,38426,230556,89099
2025-05-25,Laptop,West,Amit,1,22266,22266,13744
2025-01-05,Printer,West,Karan,9,3842,34578,49792
2025-01-10,Laptop,North,Amit,1,29327,29327,55939
2025-06-22,Laptop,South,Arjun,6,35651,213906,42271
2025-06-12,Headphones,East,Vikram,7,1029,7203,181096
2025-04-14,Headphones,East,Sneha,4,14670,58680,66781
2025-05-31,Mouse,North,Sneha,10,25855,258550,126999
2025-01-29,Printer,North,Neha,1,31309,31309,112002
2025-04-01,Headphones,North,Neha,4,42967,171868,195455
2025-03-27,Mouse,East,Arjun,4,34640,138560,191683
2025-05-29,Laptop,East,Karan,5,7877,39385,83693
2025-05-02,Monitor,West,Sneha,4,19179,76716,198408
2025-04-01,Keyboard,East,Arjun,1,8381,8381,157549
2025-06-10,Laptop,South,Neha,10,32424,324240,26545
2025-03-19,Printer,West,Vikram,4,20236,80944,162499
2025-06-19,Laptop,South,Arjun,10,21624,216240,103712
2025-04-14,Printer,East,Karan,5,11588,57940,60289
2025-03-07,Keyboard,North,Priya,3,14843,44529,59811
2025-03-26,Tablet,West,Rohit,6,3648,21888,119212
2025-06-28,Headphones,East,Arjun,4,8714,34856,97335
2025-04-10,Headphones,East,Karan,1,36445,36445,72879
2025-02-07,Monitor,West,Sneha,6,21781,130686,65656
2025-06-19,Mouse,East,Karan,5,16189,80945,196797
2025-05-22,Keyboard,West,Vikram,9,13430,120870,158578
2025-04-27,Mouse,South,Neha,3,39782,119346,175335
2025-01-03,Tablet,South,Karan,7,21995,153965,67977
2025-06-21,Keyboard,West,Sneha,5,12966,64830,171860
2025-03-18,Printer,West,Amit,7,9153,64071,41651
2025-02-14,Laptop,West,Karan,6,34639,207834,131032
2025-04-13,Laptop,North,Rohit,8,22553,180424,97888
2025-01-31,Headphones,West,Arjun,3,519,1557,92636
2025-05-27,Mouse,West,Amit,8,2098,16784,45482
2025-06-12,Tablet,West,Neha,8,10506,84048,41216
2025-01-20,Headphones,East,Amit,6,24819,148914,128093
2025-03-08,Monitor,North,Neha,4,31137,124548,154272
2025-02-06,Laptop,North,Sneha,6,23143,138858,113028
2025-06-14,Headphones,West,Sneha,3,49074,147222,184335
2025-06-29,Headphones,South,Vikram,6,44513,267078,104997
2025-06-18,Mouse,West,Priya,7,40753,285271,27679
2025-03-26,Monitor,East,Arjun,7,21041,147287,135735
2025-02-23,Mouse,South,Rohit,6,43463,260778,65930
2025-05-21,Mouse,East,Sneha,1,43371,43371,108035
2025-06-15,Headphones,South,Neha,9,7851,70659,22727
2025-04-10,Printer,East,Arjun,3,31739,95217,154723
2025-02-26,Printer,West,Sneha,3,31102,93306,115569
2025-06-26,Monitor,South,Sneha,10,35286,352860,164484
2025-02-26,Headphones,South,Priya,5,4169,20845,192321
2025-03-06,Monitor,North,Rohit,7,24390,170730,72613
2025-01-09,Laptop,West,Priya,1,24470,24470,92820
2025-06-27,Laptop,West,Karan,2,46744,93488,160181
2025-06-04,Headphones,South,Sneha,10,48787,487870,83960
2025-06-07,Tablet,South,Priya,2,32062,64124,138530
2025-05-07,Headphones,East,Sneha,9,38195,343755,174024
2025-03-14,Headphones,North,Rohit,5,10121,50605,177664
2025-05-09,Keyboard,South,Rohit,1,27669,27669,21459
2025-01-07,Mouse,West,Amit,6,35305,211830,93489
2025-03-24,Monitor,North,Vikram,6,21408,128448,20843
2025-05-12,Printer,North,Karan,9,43948,395532,4741
2025-04-23,Monitor,North,Neha,4,20826,83304,159355
2025-01-27,Mouse,South,Vikram,5,24873,124365,172974
2025-05-12,Laptop,West,Priya,1,45095,45095,8128
2025-04-17,Mouse,West,Amit,9,20730,186570,122915
2025-02-11,Printer,East,Vikram,9,48858,439722,59335
2025-06-16,Printer,East,Neha,8,23561,188488,195681
2025-03-09,Printer,North,Priya,5,40962,204810,167981
2025-06-05,Headphones,West,Priya,9,43426,390834,52139
